time_datetime,Pbss,Pbss_bus8_Bus8_bTX,Pbss_bus8_real,Pbss_bus8_ref_real,Pbss_ref,Phres,Phres_real,Phres_ref,Ptot_wind1_real,Pwind
15:52:24,3984.91650390625,6.55252593594063,3975.18362644523,4372.96044921875,-5637.95199584961,8010.91259765625,8002.35565607577,8000,4027.17202963054,4025.99609375
15:52:30,3978.04467773438,6.54499051853963,3978.7467021484,4362.0478515625,-5648.24423217773,8010.29223632812,8010.01736586607,8000,4031.27066371767,4032.24755859375
15:52:35,3954.27368164062,6.55281303886944,3972.95967506866,4351.755859375,-5648.24423217773,7990.67700195312,8009.82452782255,8000,4036.86485275389,4036.4033203125
15:52:40,3973.607421875,6.51499534381037,3956.56993568554,4351.755859375,-5664.02890014648,8015.78466796875,7999.0843715299,8000,4042.51443584435,4042.17724609375
15:52:46,3956.1396484375,6.49216718902451,3941.87539268154,4335.97119140625,-5664.02890014648,8003.56494140625,7989.55151051685,8000,4047.6761178353,4047.42529296875
15:52:51,3941.65625,6.49829916626114,3938.39046787951,4335.97119140625,-5664.02890014648,7994.4716796875,7991.94935212945,8000,4053.55888424994,4052.8154296875
15:52:57,3949.41796875,6.52486710499559,3959.44544015492,4335.97119140625,-5664.02890014648,8007.30834960938,8017.0273502415,8000,4057.58191008658,4057.89038085938
15:53:02,3938.15234375,6.52469129850623,3951.53295977713,4335.97119140625,-5664.02890014648,8000.912109375,8015.1930295073,8000,4063.66006973017,4062.759765625
15:53:07,3938.27124023438,6.52831997595307,3955.77203452272,4335.97119140625,-5664.02890014648,8006.3017578125,8024.3520860652,8000,4068.58005154247,4068.03051757812
15:53:13,3941.57299804688,6.51676245287024,3945.96937373434,4335.97119140625,-5680.22763061523,8016.19873046875,8020.43865023296,8000,4074.46927649863,4074.62573242188
15:53:18,3934.56127929688,6.47043911257885,3922.05761345218,4319.7724609375,-5694.49203491211,8014.26440429688,8001.85503942918,8000,4079.797425977,4079.703125
15:53:24,3922.72534179688,6.44988709614979,3907.83875073369,4305.5078125,-5694.49203491211,8007.79345703125,7992.9414808698,8000,4085.10273013611,4085.06811523438
15:53:29,3908.07373046875,6.48116777300426,3923.4435986181,4305.5078125,-5694.49203491211,7997.2744140625,8013.26814604755,8000,4089.82454742945,4089.20068359375
15:53:34,3928.70654296875,6.44970002284447,3914.75698044226,4305.5078125,-5718.45980834961,8023.9677734375,8009.63691081771,8000,4094.87993037545,4095.26123046875
15:53:40,3885.04565429688,6.43259895495899,3890.22599696666,4281.5400390625,-5704.56063842773,7986.10083007812,7991.14702525454,8000,4100.92102828787,4101.05517578125
15:53:45,3916.46997070312,6.44152492489454,3910.03559003918,4295.439453125,-5727.17367553711,8022.61303710938,8015.16288157623,8000,4105.12729153705,4106.14306640625
15:53:51,3893.73608398438,6.39997737457428,3881.57043514033,4272.826171875,-5727.17367553711,8005.29418945312,7992.32553144649,8000,4110.75509630616,4111.55810546875
15:53:56,3880.28881835938,6.41380717358607,3878.94119695111,4272.826171875,-5727.17367553711,7997.13891601562,7995.74571904748,8000,4116.80452209637,4116.85009765625
15:54:01,-6097.7255859375,-8.60160629833639,-6116.02169906261,-5727.173828125,4248.43032836914,-1975.60400390625,-1994.20538162341,8000,4121.8163174392,4122.12158203125
15:54:07,3869.07397460938,6.36823179244794,3861.51917475442,4248.43017578125,4248.43032836914,7995.80786132812,7987.86977972774,8000,4126.35060497332,4126.73388671875
15:54:12,3863.47021484375,6.39565975041456,3870.89180695158,4248.43017578125,4248.43032836914,7995.341796875,8002.46726944136,8000,4131.57546248978,4131.87158203125
15:54:18,3869.16455078125,6.37325153428862,3853.04524977055,4248.43017578125,4248.43032836914,8006.01318359375,7991.08735077225,8000,4138.0421010017,4136.8486328125
15:54:23,3856.4404296875,6.38713486562204,3859.95403550087,4248.43017578125,4248.43032836914,7999.8154296875,8003.07334682861,8000,4143.11931132774,4143.375
15:54:29,3868.55200195312,6.36141635888474,3852.19417650195,4248.43017578125,4232.20303344727,8016.22729492188,8000.54283194012,8000,4148.34865543817,4147.67529296875
15:54:34,3838.81103515625,6.36566667149133,3854.74151173713,4232.203125,4232.20303344727,7991.91943359375,8007.35976998677,8000,4152.61825824963,4153.1083984375
15:54:40,3841.70849609375,6.34861347478931,3836.69098048919,4232.203125,4232.20303344727,8000.33056640625,7995.97779174342,8000,4159.28681125424,4158.6220703125
15:54:45,3850.17456054688,6.34417676764116,3835.55493546958,4232.203125,4218.57437133789,8013.62866210938,8000.09268911323,8000,4164.53775364365,4163.4541015625
15:54:50,3831.0927734375,6.34498951806563,3841.00796277299,4218.57421875,4218.57437133789,8000.103515625,8009.52060670697,8000,4168.51264393398,4169.0107421875
15:54:56,3823.12768554688,6.35154461163583,3839.54724565312,4218.57421875,4218.57437133789,7997.38354492188,8013.82800314856,8000,4174.28075749544,4174.255859375
15:55:01,3822.3505859375,6.35037817506076,3836.86204900695,4218.57421875,4218.57437133789,8002.1416015625,8016.69401279553,8000,4179.83196378858,4179.791015625
15:55:07,3824.7236328125,6.34546465449018,3832.21164874424,4218.57421875,4218.57437133789,8009.17724609375,8017.6720571981,8000,4185.46040845386,4184.45361328125
15:55:12,3840.36352539062,6.32031264246339,3828.20010803588,4218.57421875,4187.32119750977,8031.25317382812,8018.46767817978,8000,4190.2675701439,4190.8896484375
15:55:18,3794.03564453125,6.30358293064282,3809.56984852623,4187.3212890625,4197.80166625977,7989.51953125,8004.89936125591,8000,4195.32951272968,4195.48388671875
15:55:23,3804.57177734375,6.29029671458467,3800.9628437571,4197.8017578125,4197.80166625977,8004.97998046875,8002.626194877,8000,4201.6633511199,4200.408203125
15:55:29,3802.66796875,6.31692942283805,3813.75098743946,4197.8017578125,4197.80166625977,8009.69189453125,8020.30890179572,8000,4206.55791435626,4207.02392578125
15:55:34,3819.49975585938,6.28736074051088,3805.69732900102,4197.8017578125,4165.88980102539,8031.91186523438,8017.36959441165,8000,4211.67226541064,4212.412109375
15:55:40,3773.00854492188,6.25653514934596,3784.98959477377,4165.8896484375,4176.21328735352,7989.67651367188,8001.37607241422,8000,4216.38647764045,4216.66796875
15:55:45,3780.60791015625,6.27612730336277,3786.35177346726,4176.21337890625,4176.21328735352,8002.3310546875,8009.22688334864,8000,4222.87510988138,4221.72314453125
15:55:50,3788.90356445312,6.28575916424133,3793.90854204699,4176.21337890625,4160.27603149414,8015.93725585938,8021.62329637118,8000,4227.71475432419,4227.03369140625
15:55:56,3779.544921875,6.23841834918951,3764.34533265593,4160.27587890625,4147.83560180664,8012.4404296875,7998.05353621742,8000,4233.70820356149,4232.8955078125
15:56:01,9596.080078125,15.0182622735678,9613.8445033637,10000,-1686.32406616211,13834.1596679688,13851.7167619673,8000,4237.87225860357,4238.07958984375
15:56:07,9600.7646484375,15.017565923208,9612.21556374652,10000,-7530.66732788086,13844.3432617188,13855.9442254059,8000,4243.72866165935,4243.57861328125
15:56:12,9600.03515625,15.0029259919265,9602.52558051479,10000,-13379.5389099121,13848.8715820312,13852.1517176507,8000,4249.62613713593,4248.83642578125
15:56:18,9601.90625,14.9984431372385,9600.67649362656,10000,-19236.2513122559,13856.7124023438,13855.6363029808,8000,4254.95980935425,4254.80615234375
15:56:23,9616.4658203125,14.9887871115531,9604.76835251521,10000,-25112.4725036621,13876.2211914062,13864.1789181853,8000,4259.41056567012,4259.75537109375
15:56:29,9616.7421875,14.987495364821,9603.2085428822,10000,-30993.6556091309,13881.1831054688,13868.0646278707,8000,4264.85608498848,4264.44091796875
15:56:34,9599.5087890625,15.0140913291961,9608.898315424,10000,-36862.8040466309,13869.1484375,13879.5000914395,8000,4270.60177601547,4269.6396484375
15:56:40,9613.1943359375,14.9992063576302,9611.86827467355,10000,-42751.0267028809,13888.22265625,13886.8699373658,8000,4275.00166269222,4275.0283203125
15:56:45,9606.91015625,15.0043108999673,9603.02497874456,10000,-48638.7967224121,13887.7700195312,13884.5790970268,8000,4281.55411828221,4280.85986328125
15:56:51,9616.0888671875,15.0128762743002,9616.66677815074,10000,-54541.7386169434,13902.9418945312,13902.2862561077,8000,4285.619477957,4286.85302734375
15:56:56,9599.5625,15.0183801942191,9614.01288107505,10000,-60432.9617614746,13891.2231445312,13905.5212368029,8000,4291.50835572787,4291.66064453125
15:57:02,9613.28515625,14.9870908749075,9600.76812724678,10000,-66343.1365661621,13910.1748046875,13897.9331655609,8000,4297.16503831409,4296.8896484375
15:57:07,9610.2138671875,14.9932313717216,9599.53766942875,10000,-72256.2415466309,13913.1049804688,13902.4116410704,8000,4302.87397164169,4302.89111328125
15:57:12,9613.3720703125,15.0069874306891,9615.12996828628,10000,-78177.8470153809,13921.60546875,13922.0680679975,8000,4306.93809971123,4308.2333984375
15:57:18,9614.2060546875,14.9991117086072,9611.62587124065,10000,-84105.0208435059,13927.173828125,13924.0190319626,8000,4312.39316072192,4312.9677734375
15:57:23,9616.5673828125,14.9930718902026,9599.57339900523,10000,-90040.1746520996,13935.1538085938,13918.4829613768,8000,4318.90956237156,4318.58642578125
15:57:29,9616.0625,14.9878115396214,9603.07973837687,10000,-95979.6878356934,13939.5131835938,13926.6998658005,8000,4323.62012742368,4323.45068359375
15:57:34,9613.7431640625,14.9911922584011,9599.48583766044,10000,-101922.386566162,13942.6987304688,13929.0100800263,8000,4329.52424236587,4328.95556640625
15:57:40,9599.8408203125,15.0175772857096,9613.0921709031,10000,-107856.248382568,13933.8618164062,13947.4066223382,8000,4334.31445143508,4334.02099609375
15:57:45,9599.5625,15.0161907945283,9611.19210525151,10000,-113795.259124756,13939.0107421875,13951.0114712229,8000,4339.81936597138,4339.4482421875
15:57:51,9611.2900390625,15.0017159607783,9602.0914207094,10000,-119751.4402771,13956.1811523438,13947.745880351,8000,4345.65445964157,4344.89111328125
15:57:56,9599.94921875,15.0131291630866,9608.46449543774,10000,-125702.419281006,13950.9790039062,13959.1766460739,8000,4350.71215063614,4351.02978515625
15:58:02,-37443.29296875,-55.5176423253906,-37429.9510452482,-125702.421875,-84615.9617614746,-33086.4575195312,-33072.2199110015,8000,4357.73113424672,4356.83544921875
15:58:07,-38519.51171875,-57.1354855704767,-38528.4934566841,-84615.9609375,-42458.1560974121,-34157.8056640625,-34167.8823084297,8000,4360.61114825444,4361.7060546875
15:58:13,-38497.86328125,-57.121307109369,-38521.3730387115,-42458.15625,-326.910491943359,-34131.2456054688,-34154.5692137709,8000,4366.8038249406,4366.61767578125
15:58:18,-714.673278808594,-0.474299172636718,-708.065398485291,-326.910491943359,4017.30184936523,3655.78765869141,3662.32149076675,8000,4370.38688925204,4370.4609375
15:58:24,3631.58520507812,6.04294041018691,3632.4576149281,4017.3017578125,4017.30184936523,8004.59594726562,8006.42160638531,8000,4373.96399145721,4373.0107421875
15:58:29,3629.0322265625,6.03639902091077,3636.67562052333,4017.3017578125,4017.30184936523,8006.76025390625,8013.15379676372,8000,4376.47817624039,4377.72802734375
15:58:35,3622.14208984375,6.04155312455028,3630.44385565589,4017.3017578125,4017.30184936523,8002.15576171875,8011.46220925109,8000,4381.0183535952,4380.013671875
15:58:40,3623.779296875,6.04737785147564,3637.40878902301,4017.3017578125,4017.30184936523,8008.36376953125,8021.37085307996,8000,4383.96206405695,4384.58447265625
15:58:46,3637.51123046875,6.02561088722104,3631.7009663492,4017.3017578125,3992.32479858398,8024.97705078125,8018.95471121303,8000,4387.25374486383,4387.4658203125
15:58:51,3597.55346679688,6.00832012345312,3609.00373827786,3992.32470703125,4003.88412475586,7988.44067382812,8000.36715481024,8000,4391.36341653238,4390.88720703125
15:58:57,3609.4990234375,6.02048970910111,3616.40388353055,4003.88403320312,4003.88412475586,8003.61181640625,8011.56771570085,8000,4395.1638321703,4394.11279296875
15:59:02,3612.4541015625,5.99957078687304,3608.11621345427,4003.88403320312,3993.03256225586,8010.8515625,8006.86821860627,8000,4398.75200515199,4398.3974609375
15:59:08,3606.990234375,5.99634468478621,3601.010932258,3993.03247070312,3993.03256225586,8009.26171875,8003.45795617429,8000,4402.44702391629,4402.271484375
15:59:13,3601.896484375,5.99871074883916,3602.22331678879,3993.03247070312,3993.03256225586,8006.62841796875,8008.16362140017,8000,4405.94030461138,4404.73193359375
15:59:19,3606.8291015625,5.98424087945308,3597.31284321673,3993.03247070312,3977.68197631836,8015.3505859375,8006.72379161517,8000,4409.41094839843,4408.521484375
15:59:25,3590.73486328125,5.98518622845677,3599.37121344378,3977.68188476562,3977.68197631836,8002.51416015625,8011.26509038802,8000,4411.89387694424,4411.779296875
15:59:30,3599.32836914062,5.95800387723039,3583.73975383919,3977.68188476562,3961.76962280273,8015.91235351562,7999.87764210456,8000,4416.13788826537,4416.583984375
15:59:36,3582.94482421875,5.93486717752957,3569.21136392314,3961.76953125,3961.76962280273,8002.71826171875,7988.71204884808,8000,4419.50068492494,4419.7734375
15:59:41,3576.5029296875,5.96059570860923,3583.39113628219,3961.76953125,3961.76962280273,7999.4130859375,8005.82095444474,8000,4422.42981816255,4422.91015625
15:59:47,3573.51196289062,5.95442692334912,3572.54770336863,3961.76953125,3961.76962280273,7999.68286132812,7999.68812704254,8000,4427.14042367391,4426.1708984375
